id,createdAt,title,value,tag,category,memo
832f07e7-b7b6-45a3-9118-f1a306ff1953,2023-01-06 07:47:14,휴대폰 요금,3360,변동,통신비,
5777f937-f963-4150-8e95-1612765846e7,2023-01-11 00:27:22,11번가,8480,누수,온라인 쇼핑,
556a80a0-f51c-4319-84aa-39417981bd79,2023-09-07 03:51:32,랄라블라,3160,누수,뷰티,
483506ba-cb18-4a5e-8cfa-52a267977036,2023-05-15 01:44:12,G마켓,13900,누수,온라인 쇼핑,
e7c523a6-6d13-4f71-a075-876a25772f7f,2023-07-22 18:13:12,게임,24020,고정,기타,
a583f366-c80c-4c52-b67c-95cc2f860eb6,2023-07-26 07:54:02,약국,5240,고정,의료,
9f08aae9-7ec4-4a60-9f83-c26111383865,2023-02-27 15:28:17,기타 소비,10420,고정,기타,
fbdfc3ca-dcff-41ac-990d-240f4b06bc24,2023-04-17 05:22:33,11번가,8250,고정,온라인 쇼핑,
0f6dcc91-3bef-44ea-b41b-fe8b0bbccc1d,2023-07-10 01:44:19,유튜브 프리미엄,4270,누수,구독 서비스,
1a952e5c-603d-4287-9e78-ea21f9727517,2023-04-18 15:54:17,저축통장,3080,누수,저축,
a86ed207-e4b5-4203-9ed6-667b18d4d347,2023-02-18 20:57:17,병원,4480,누수,의료,
f47d7d2e-7361-4bd9-9c2a-50d8f71211f7,2023-12-05 16:30:43,식당,7610,고정,식비,
0c8715c2-7a0d-4ba7-b7a7-98271dd6162a,2023-12-14 07:47:37,클리닉,3110,고정,의료,
9ceb483b-3936-4eed-b628-b3a936048e18,2023-05-02 11:59:55,택시,8690,고정,교통,
2c0477e0-220f-4043-b64f-9dc09771f2d8,2023-10-07 11:53:42,쿠팡,10280,누수,온라인 쇼핑,
e2d4fbe6-1ff7-48d1-9121-de6a7d8faa01,2023-03-16 22:57:01,올리브영,2580,고정,뷰티,
20b9480f-5ba0-4027-a4a1-7d257a152133,2023-09-20 23:15:53,다이소,11100,변동,생활,
8be52287-aea0-4332-a3c5-5153904b8693,2023-09-11 04:27:07,아리따움,1680,누수,뷰티,
3965e3c3-d47a-41df-a623-4196de0d81b6,2023-03-26 20:06:20,마트,6080,변동,생활,
ec0be481-e421-4dad-a5ca-74a098349963,2023-04-06 13:19:17,랄라블라,2670,누수,뷰티,
8bb16e61-45fc-4994-884c-e6ced1ac98a0,2023-01-15 22:08:21,올리브영,5160,고정,뷰티,
dcd055d7-b3c5-4b3b-95af-b640f0dc31bb,2023-09-11 19:37:22,지하철,7470,누수,교통,
2dd297db-23a6-4a8f-bab9-b6e95df9eaed,2023-10-01 02:16:37,문구점,6340,고정,생활,
263347a1-2924-4976-bc85-d5de755cb3ef,2023-03-11 13:40:32,랄라블라,3380,고정,뷰티,
a5972600-22d6-4d3a-a45c-4374e7f0d146,2023-11-25 16:47:49,지하철,18570,누수,교통,
3bff4ab6-9a01-4d74-859c-901cbe7e94a0,2023-11-19 14:53:08,프랜차이즈 카페,7240,고정,카페,
fd277a31-9a58-47d2-9b56-d0f1ff299110,2023-03-23 07:48:48,휴대폰 요금,7850,누수,통신비,
2966f863-40ab-4de9-84fe-e427473ccf9a,2023-05-15 16:14:00,11번가,11230,고정,온라인 쇼핑,
0aae487e-3b3f-4f08-bd1e-f96a9081c941,2023-10-02 11:10:06,유튜브 프리미엄,2070,고정,구독 서비스,
59bc47f5-86b9-4ef4-a496-360346d6fa95,2023-10-05 03:36:10,택시,13040,고정,교통,
dd572b1e-f3ac-4c20-861c-e713cfe9931e,2023-01-12 02:07:40,택시,7800,누수,교통,
e293b7b7-d916-4795-9ddb-07f2f29849c7,2023-01-25 14:14:15,휴대폰 요금,2780,고정,통신비,
af430700-4dc6-4297-80a1-ce369ef5f746,2023-08-03 14:17:44,저축통장,2250,고정,저축,
95048c95-63d0-43b6-b962-2b5e8be851de,2023-08-27 14:49:18,멜론,11320,변동,구독 서비스,
5ffb0a02-504b-4c56-9c57-f5986b638623,2023-05-15 23:11:53,택시,11070,변동,교통,
a1545ee7-7eb2-47cf-8512-e2d9d98b4ad0,2023-12-14 23:31:08,게임,13260,고정,기타,
b4e881f3-67f6-4f4d-868a-1d0326756c65,2023-01-15 21:32:32,영화,14160,누수,기타,
194495a5-0460-4a09-9f95-61b82cc7dc40,2023-01-04 16:52:56,택시,8460,고정,교통,
1de12933-d322-4cb3-995f-5b8ad5fd9458,2023-12-20 01:22:56,클리닉,6690,누수,의료,
71eae2eb-2bf5-40bc-a654-1e58274e6e09,2023-12-19 18:31:16,아리따움,2770,누수,뷰티,
dc29b6cc-9ceb-4dbd-acaa-8af43861ed24,2023-05-12 19:34:32,휴대폰 요금,3930,누수,통신비,
50907bab-7ec3-44da-bec2-6a9ee78d96a7,2023-05-31 03:25:26,은행 적금,2570,누수,저축,
cd645006-4a86-409c-a465-b85c1ac9d6dc,2023-03-01 20:28:01,ZARA,3670,누수,패션,
de1a5021-ca7e-43c9-bcf3-5e321db475fe,2023-12-28 16:35:54,멜론,5130,변동,구독 서비스,
481c1d9a-3d9d-4ac2-8b24-0a1f291416c9,2023-02-20 07:54:24,인터넷 요금,4270,고정,통신비,
d18c0347-0aa5-40f3-bb5d-3547fabe0e3a,2023-06-19 05:57:13,편의점,24920,누수,식비,
03302147-f3e2-4689-ba68-f86cf811eca8,2023-10-07 10:38:42,문구점,19600,변동,생활,
929a042f-8e4a-4618-872f-7f41d0791a5a,2023-10-22 07:11:32,게임,8130,고정,기타,
0762b80c-d27a-462b-85d1-33947b4052cf,2023-07-12 06:50:39,택시,13200,누수,교통,
78a7c47b-c832-4a2f-95bb-6c21b252ea73,2023-09-09 16:44:48,ZARA,12730,고정,패션,
c933db58-de9b-414e-9d77-992f2fe4ebe7,2023-01-18 12:30:53,클리닉,3890,변동,의료,
cf432664-14e0-417f-9e6e-308d99b38641,2023-06-08 04:37:24,편의점,13140,변동,식비,
e3ba0233-d689-4bf1-a68b-03ac9937e2fb,2023-11-19 05:12:10,마트,6450,변동,생활,
bf622908-70cd-4558-b2e2-a44f97ee9060,2023-11-17 20:10:04,H&M,13810,누수,패션,
87eb6757-16bd-4bb9-9b72-ad7c912c582a,2023-03-20 01:03:32,택시,7440,고정,교통,
9c0dac5d-5c93-409d-85ee-a276c3a91a66,2023-02-20 12:15:45,G마켓,7160,변동,온라인 쇼핑,
91d35579-2948-49dc-a4e7-c13291352501,2023-11-11 11:56:28,식당,16830,누수,식비,
598ce77f-3b28-43a5-a66f-c283aae5f18f,2023-01-19 16:30:02,저축통장,5210,변동,저축,
7bf07957-93dd-4725-853d-cfaaca1c00ac,2023-08-25 22:39:15,G마켓,20040,누수,온라인 쇼핑,
4f7ad5db-7c7a-45e2-b1bb-9a1f2895db17,2023-08-12 21:39:49,클리닉,4430,고정,의료,
ce6ff31e-a219-4242-8e27-2e3d4284a766,2023-12-20 03:22:56,11번가,11690,고정,온라인 쇼핑,
19993952-a327-4fa3-b8b4-9c83d546aac1,2023-01-13 09:41:33,ZARA,6580,누수,패션,
5b6639c5-2cf0-424f-9493-34cad330f28a,2023-05-29 11:33:05,프랜차이즈 카페,11140,누수,카페,
9f90e56c-63bc-4294-acfb-0e2c7b5873fe,2023-06-18 22:46:15,배달,30170,누수,식비,
5df54c89-9ca7-4d9e-9e76-acbc2a24a7d7,2023-09-16 01:39:53,ZARA,9590,변동,패션,
3f67a7d4-5e77-4a55-91d7-2728dc56a7a0,2023-04-28 13:52:05,랄라블라,1920,고정,뷰티,
4b88a681-ed03-4014-96e1-ee8e9091c12d,2023-11-10 04:28:14,은행 적금,5990,누수,저축,
ee8c79cb-d445-45c0-afc3-7ffbd7ff050a,2023-04-09 21:29:04,클리닉,3430,고정,의료,
b00573c6-3679-441f-9c82-6b5089e98d18,2023-04-14 00:31:41,식당,32480,변동,식비,
436effa3-623e-457e-9b41-2a005b65fd0e,2023-04-15 03:22:48,11번가,17150,변동,온라인 쇼핑,
8611516a-8e5a-440b-9141-80560e2938d7,2023-01-25 04:18:47,편의점,11870,고정,식비,
1af7c098-8dbb-4085-ae60-50a4ff3b3bb0,2023-07-03 10:11:50,클리닉,7300,변동,의료,
09c9db52-3a62-4846-8958-4e181f6cf143,2023-09-15 05:59:52,G마켓,28110,변동,온라인 쇼핑,
b282dcbb-67cc-4c62-b6aa-87e6af34617c,2023-01-21 15:45:30,멜론,3880,누수,구독 서비스,
fa8ee7cb-e99b-492f-8db7-edd4b796bafc,2023-04-28 00:42:56,유튜브 프리미엄,4920,누수,구독 서비스,
02ff0f01-c1c2-4721-9552-0ebb7d4bde5f,2023-07-06 12:07:20,프랜차이즈 카페,25470,변동,카페,
f9c95456-ee92-44cc-981b-33fad5e2e28a,2023-11-18 03:16:10,H&M,9470,누수,패션,
80f6d621-efc2-499a-8c20-42ecf3aacebc,2023-01-26 20:45:15,지하철,6980,누수,교통,
d92fe69e-abae-4aaf-88b4-cb69fdbb354b,2023-09-17 08:50:18,은행 적금,2780,변동,저축,
200136ce-e6fb-4a0c-94c7-96a182734cfd,2023-08-09 12:32:01,기타 소비,22420,변동,기타,
a3c88a85-59b3-4e3b-918c-e2c5d1ace8aa,2023-01-31 18:20:22,로컬 카페,18170,변동,카페,
d91938f0-025c-4fa7-b679-0bd61abe3e65,2023-10-26 20:37:31,쿠팡,7730,누수,온라인 쇼핑,
4f80a7ba-d154-4229-8738-5be752be3a4a,2023-07-19 00:50:23,택시,10540,고정,교통,
cbb4810a-130f-4be7-a6b1-ae198191aa9b,2023-10-14 04:23:11,예금,2620,고정,저축,
d2734934-529e-4431-9afa-c6154e4cd533,2023-08-26 14:28:50,H&M,7550,변동,패션,
cd945b7f-073c-4a36-814e-37b6ff884fad,2023-08-05 18:41:20,로컬 카페,13150,누수,카페,
de35710c-e835-4b1a-a55e-826917d5971e,2023-12-12 15:19:07,영화,7020,누수,기타,
56643a47-7520-41b2-a277-19398be2b669,2023-01-03 02:22:32,버스,9720,누수,교통,
d714c380-7769-4716-951b-73ff53f1ab3d,2023-03-01 13:34:34,배달,14410,누수,식비,
076cedb5-7c1f-4fb3-8456-57b556fceef2,2023-11-25 04:09:24,기타 소비,6080,변동,기타,
4fd7a82b-2f27-4afd-80ca-f6df0d9b5009,2023-05-01 19:08:18,버스,12920,변동,교통,
329fd0a1-ffa3-4b7c-8b3e-244971f8cd5d,2023-08-13 20:37:16,인터넷 요금,11980,변동,통신비,
0565a763-dbbc-4c4c-8134-91e51cce0eae,2023-04-07 04:23:06,ZARA,8320,고정,패션,
5d4f2dd3-05a5-43df-8ae4-789c93e90dec,2023-06-27 03:44:03,병원,3340,고정,의료,
43fc0a12-e242-491a-ade5-83a9daa36995,2023-10-01 10:43:12,병원,2140,누수,의료,
04e8c008-a316-4992-b225-596cb6037ada,2023-10-16 08:31:38,영화,7880,고정,기타,
41ec6e5c-194f-46de-b0c3-4687c6accfb9,2023-11-03 00:51:02,문구점,5980,변동,생활,
f21a2ab8-bb61-4a11-b2ca-845bcb8f0e85,2023-07-28 16:32:38,게임,4660,고정,기타,
094f65a4-bea9-43e5-86b2-f86a6aff74ac,2023-06-23 07:15:48,지하철,8530,누수,교통,
30cf22fa-0127-43ac-9fc1-a2d988f0f700,2023-04-08 10:08:06,로컬 카페,11380,누수,카페,
5761cfcb-5ee8-430c-8947-b123c565f0b9,2023-09-05 23:13:05,은행 적금,4360,고정,저축,
8177589b-c395-4d46-9244-3d56a462d831,2023-01-03 09:03:24,병원,3120,누수,의료,
99a521e2-2d04-43fa-8741-1a7e79e3b323,2023-01-26 09:49:02,택시,9130,누수,교통,
c75b92bb-138e-484b-a65b-267f19702dec,2023-08-07 15:13:27,편의점,29470,고정,식비,
45f8c999-3af0-43b5-9dd4-ac5056e357ae,2023-10-10 07:56:04,식당,38410,누수,식비,
4644e0df-ba29-4452-85f3-1bd951c97eb5,2023-05-09 00:12:27,넷플릭스,2610,변동,구독 서비스,
f3696379-e2a4-457f-af89-b2ab39b4ec0a,2023-09-02 04:41:14,기타 소비,6520,변동,기타,
a7c67aa6-1d90-4de8-ab23-c3eff3d0fe39,2023-02-01 17:42:41,게임,10820,고정,기타,
4653aa6a-065e-4b5b-8348-8bdf664d0dd8,2023-12-03 08:12:36,ZARA,13560,변동,패션,
ac15705e-106d-44ce-97ce-95d81d65cf27,2023-11-23 19:28:45,클리닉,10450,변동,의료,
861b2e65-2fbb-4e9d-a930-677479d815a7,2023-01-14 14:13:37,스타벅스,13970,변동,카페,
59b43f38-8dbb-4ab0-a927-81ffca5cf34c,2023-12-09 00:24:20,랄라블라,3870,누수,뷰티,
66261762-20ad-4fce-b6f9-94c297db8ace,2023-02-11 16:04:44,유튜브 프리미엄,6240,누수,구독 서비스,
d3d81b8f-8914-46fc-8abd-453b2800669a,2023-03-04 16:32:55,쿠팡,17570,고정,온라인 쇼핑,
28c19e73-9974-4497-9f7c-fdbbadc05600,2023-05-24 16:15:57,G마켓,12590,변동,온라인 쇼핑,
0790291d-9e0e-4779-8429-cb2c01a93f0b,2023-04-03 14:25:48,아리따움,4270,누수,뷰티,
bb9878ec-eeb0-48e1-8456-3d98b0c14b6a,2023-12-06 16:10:47,랄라블라,3260,누수,뷰티,
8b4e0d6a-91cf-42b3-a2a6-16a0c8572ead,2023-12-10 09:24:44,유니클로,9340,변동,패션,
7c643ae5-955f-4891-92f1-62991fedd7a8,2023-09-19 18:14:51,프랜차이즈 카페,12090,변동,카페,
df9e0ba8-fd75-44ff-a97a-0e63b615e950,2023-09-28 20:10:33,영화,3790,변동,기타,
ac83ea2f-1d3b-4f0d-beed-8c26794c427d,2023-03-01 20:27:45,넷플릭스,4500,고정,구독 서비스,
38efab9b-84e8-461d-a391-332941792cc2,2023-05-09 21:06:36,배달,25010,변동,식비,
a9d8e2a7-92c5-40cf-8ffa-c4189024d557,2023-09-28 09:27:01,편의점,13400,누수,식비,
a50ea1bf-18a5-4cda-bac1-913b4fe4fdf5,2023-05-02 01:15:31,저축통장,8080,누수,저축,
71b22df0-128a-4e12-b92f-de453b4e9b11,2023-12-16 12:40:26,휴대폰 요금,11310,누수,통신비,
3618e81c-b290-434d-97e4-8d01f794bb79,2023-12-30 12:22:09,문구점,8710,고정,생활,
d5321014-62d9-42ef-9740-4ec427346499,2023-05-17 01:14:39,넷플릭스,3130,누수,구독 서비스,
48d1ca8f-aac3-49f9-b193-419170cc0534,2023-10-17 17:49:25,멜론,5860,고정,구독 서비스,
ec0c330c-fc1a-4b1d-9e07-1eddbf0f46af,2023-02-07 06:56:13,기타 소비,11120,고정,기타,
eff57f10-adff-41b5-a31d-df316a7d0a2b,2023-05-01 12:41:55,버스,14190,누수,교통,
43f7b47b-e187-4ca3-8490-badc09d57087,2023-08-20 00:49:08,TV 요금,5200,누수,통신비,
e9f41dcf-68b7-4457-b75b-590e92f9a00c,2023-01-08 02:47:50,지하철,12610,고정,교통,
a85fd6bd-3e8d-4833-bd9f-764bec4d5a57,2023-05-25 03:33:47,멜론,4620,고정,구독 서비스,
548b8ac1-5407-4dd4-84bc-1fe70baa0ca0,2023-10-21 09:00:06,지하철,4640,누수,교통,
5488e596-b031-45dc-8a4f-74de66c7aae0,2023-07-10 09:17:00,H&M,3980,변동,패션,
087ed545-88a2-4b6a-8a39-22b8dfe5728b,2023-09-14 20:11:12,로컬 카페,8190,누수,카페,
5ca680d1-d905-4eff-8b8f-8ca53181da6c,2023-10-07 04:22:35,예금,14290,누수,저축,
f2a316d7-283f-4e36-be57-01ccdb5a9962,2023-03-31 06:33:16,유니클로,7660,고정,패션,
0f884025-b4a1-4898-b218-b313bee471e5,2023-11-22 17:53:25,ZARA,11270,고정,패션,
4dbc1a1d-b2a5-4ab1-b445-4b5acfb60c2c,2023-08-12 23:43:21,올리브영,3280,누수,뷰티,
2909f7bc-cb93-49ad-b033-b9c2413da8cb,2023-12-21 06:07:11,올리브영,4550,고정,뷰티,
33ebf446-a751-4a74-a5be-139690ee097c,2023-08-02 04:30:24,올리브영,2580,누수,뷰티,
790cd084-6d8e-436a-b73d-9212630843b9,2023-12-16 22:25:03,랄라블라,5000,변동,뷰티,
09c6442e-7b30-456a-9f4c-92ecbc1b1342,2023-10-19 08:47:52,약국,1990,고정,의료,
99bf21b0-6d33-4879-b459-6b7d4a0db650,2023-01-24 10:27:56,편의점,28950,누수,식비,
73d2ed86-6163-413c-be17-a71f3e9a5460,2023-09-21 15:35:17,프랜차이즈 카페,9330,변동,카페,
b14bef4a-f435-4edc-a531-e1f738300750,2023-11-12 09:36:02,택시,9670,누수,교통,
6b1bc4a8-6c50-453b-ba18-9a7025aa5faa,2023-10-18 06:05:16,배달,10990,누수,식비,
e29d1258-5f6c-4222-b911-8a45a4bc0894,2023-06-10 22:16:13,식당,32430,변동,식비,
7f404e97-ba34-4f98-809e-41c28cda3014,2023-03-04 10:37:20,편의점,15980,변동,식비,
28879dba-2ada-40e5-8ee5-95bc3a6b1182,2023-09-07 05:27:47,마트,4160,고정,생활,
21311c95-ad44-4da8-8e41-02467f34b2f1,2023-04-24 10:08:09,은행 적금,9050,누수,저축,
fac16017-1640-46fe-a877-8f46d7c02814,2023-09-07 10:49:21,게임,7200,누수,기타,
9c9c3c57-4d62-4cb6-add9-552f71f84296,2023-06-28 17:56:16,TV 요금,2180,변동,통신비,
00dd5b1d-9f50-449a-b1d7-2001b028321c,2023-10-18 06:37:47,식당,10880,변동,식비,
2ffd74b7-fa45-481a-904f-24eb49c26cf8,2023-01-18 04:48:21,H&M,4680,고정,패션,
2a9935bd-d183-4a46-9032-9aba539f54de,2023-02-28 01:16:38,문구점,8220,고정,생활,
dcd06ab3-dbf2-4256-b18e-c27c2708c06b,2023-10-07 09:22:16,랄라블라,5670,누수,뷰티,
8c23ede7-15e3-4e39-9dfb-5b1675e45b13,2023-07-06 04:17:00,인터넷 요금,6730,고정,통신비,
db82be61-25c0-4215-9bbf-12979bba1a58,2023-12-22 12:18:13,인터넷 요금,5210,변동,통신비,
12f1029b-080e-496e-b713-c511b5c03e1c,2023-03-06 20:51:05,마트,8070,누수,생활,
1ff8f041-fb52-4750-866e-7629234c8da0,2023-08-23 00:30:00,로컬 카페,27010,고정,카페,
f0dbdcac-8344-4aee-a045-5abe32199de5,2023-03-24 17:18:36,올리브영,4170,고정,뷰티,
88736a9c-46b7-41c1-af78-0f2c7b320137,2023-12-24 03:17:47,편의점,11530,변동,식비,
a59fb84a-03c8-401a-8ae5-2bd0161b911a,2023-05-09 19:47:53,다이소,9960,변동,생활,
a80a3763-9c9d-4449-aa4e-76b4fb0384fa,2023-07-04 05:12:08,다이소,6730,고정,생활,
cb00874b-e1ae-45dd-8268-188c1859eab0,2023-04-21 14:40:05,넷플릭스,3920,변동,구독 서비스,
b92015ab-c695-4aa9-bff2-ae0751fdc680,2023-08-17 22:04:53,멜론,4170,고정,구독 서비스,
d76c9158-2a91-4660-8c04-fe76b2c437c4,2023-09-11 23:51:28,문구점,12810,변동,생활,
9a6fd76e-d67c-4cb9-acd9-dbf172ce2421,2023-01-05 06:38:20,프랜차이즈 카페,10250,누수,카페,
63b3db00-0419-4069-ab8e-31d15e2fd324,2023-01-17 14:04:55,문구점,6460,누수,생활,
96313688-eb3f-450c-adad-ce183996e2f0,2023-11-06 12:20:22,인터넷 요금,6310,고정,통신비,
236f34ca-62d6-4b60-9296-5e2c8bd70374,2023-11-13 08:36:46,TV 요금,10110,누수,통신비,
f0b5a17d-4f16-424d-8ed9-5efcfb5dc782,2023-04-11 17:05:15,쿠팡,16210,고정,온라인 쇼핑,
d52d77ce-2729-4cfd-86a0-77e882c376b8,2023-09-20 17:14:48,지하철,12240,변동,교통,
62de01d2-0e22-46d9-b642-f945f5781957,2023-09-17 18:48:14,마트,8100,변동,생활,
72386d71-a1c4-4bfa-ab53-55c9355291e9,2023-07-25 17:39:59,문구점,20480,변동,생활,
ad7bb1c5-95e1-47d5-b103-628b76c9c600,2023-05-05 11:39:54,인터넷 요금,2190,변동,통신비,
21175a85-c4f3-4890-96f5-c68b5553d4b8,2023-11-04 08:33:32,랄라블라,2900,누수,뷰티,
8ac2aff4-5b35-4adc-b1ef-68af103d248a,2023-01-19 14:07:21,유튜브 프리미엄,6040,누수,구독 서비스,
d149606a-83c4-4899-a6fd-b6e5b5ff3cfb,2023-02-28 11:42:42,기타 소비,4910,고정,기타,
269408f0-c404-4bd9-9a20-c76746bf4ee7,2023-01-02 07:10:35,은행 적금,3310,누수,저축,
8fdf69ee-8512-4a7b-bc97-fb0c09b1ec1c,2023-05-30 06:05:00,마트,18670,고정,생활,
0ab47787-a629-4b85-b759-fe8973c30282,2023-05-09 13:46:13,영화,8010,변동,기타,
d8136625-26c2-4aa0-823a-e10486629c51,2023-08-25 00:09:20,다이소,8600,누수,생활,
906102ae-7dfb-42eb-87b0-813c6a99afca,2023-08-30 04:40:38,영화,6870,고정,기타,
d696b586-d980-4b99-aa0d-fbd30bd4d273,2023-07-11 04:27:46,올리브영,3420,변동,뷰티,
3c2e060c-affd-44d3-8301-e7a1b201671f,2023-05-09 03:33:37,유니클로,10260,누수,패션,
7a026278-ee13-4e5c-84a9-6e9041c545e8,2023-07-25 01:38:05,영화,12860,고정,기타,
6cde6156-893b-4194-849f-db4a3a684684,2023-05-27 13:02:50,약국,14600,고정,의료,
8c988a46-c0a7-4183-9f0b-6a1d84830ae5,2023-11-10 12:47:28,게임,8840,누수,기타,
c76950c6-435c-4b73-8590-0fc1b90ab7a9,2023-10-06 13:46:08,쿠팡,12880,누수,온라인 쇼핑,
f819feb7-de82-427b-a4e4-bb2ac70d1750,2023-07-25 14:39:25,아리따움,3390,변동,뷰티,
3069754e-e6a3-4268-9afb-d50395b4db3f,2023-02-28 09:05:22,기타 소비,5350,누수,기타,
fdc95992-20f6-4af6-a386-f0fe589c2350,2023-03-02 18:57:40,게임,7440,누수,기타,
6e44dd36-71da-406e-8723-c177f88dbe8b,2023-08-05 06:31:43,넷플릭스,2180,고정,구독 서비스,
4febdddf-a5bd-4f4c-9de9-4c682b4a7923,2023-06-20 00:09:24,문구점,10940,누수,생활,
42ba8aa5-3e5f-418b-af20-deeddedd371d,2023-07-18 11:00:32,인터넷 요금,5780,변동,통신비,
c1dba3b8-ca32-40f3-9eef-9489b6c42b30,2023-07-11 03:22:31,넷플릭스,2810,변동,구독 서비스,
2323a0d2-7701-47c7-b056-f37f78a5408a,2023-10-07 17:21:11,프랜차이즈 카페,23560,변동,카페,
9bd77e4a-d6a7-47a7-9568-a53a73ef8ee2,2023-12-28 09:27:19,은행 적금,4020,변동,저축,
d1140079-9ea0-4fd8-b142-47f03c252ddb,2023-10-08 04:57:51,편의점,7850,누수,식비,
35bff1f1-1107-49c8-80ed-eab256b2bf49,2023-01-04 03:57:05,택시,17440,누수,교통,
11bea89d-c867-4605-a803-b6e58cb51d18,2023-12-09 21:36:51,다이소,5080,고정,생활,
48e1a505-eac1-4450-b9ca-cbbc9116530d,2023-04-01 08:53:31,유튜브 프리미엄,3770,고정,구독 서비스,
ff0a81e7-85ff-4186-9859-c3cf59ab5753,2023-06-16 08:37:18,다이소,10570,고정,생활,
7e9dd0a9-5cf6-4613-be5f-b3e267b6d9e8,2023-09-15 00:06:11,랄라블라,9990,고정,뷰티,
39bce84c-3caa-45f6-85ba-25a865a21311,2023-11-13 12:12:05,ZARA,5230,변동,패션,
44cef633-e962-4602-aa23-a150e7ef6a67,2023-09-29 16:13:26,기타 소비,8450,누수,기타,
5d1517b5-039c-4807-a7e6-e033ea8a50db,2023-05-09 21:04:31,다이소,9060,누수,생활,
a366587a-e5e1-455b-b18d-520f69fd21f5,2023-07-04 08:54:35,문구점,9000,누수,생활,
5401b1b8-5832-4970-86aa-fd6908cedda8,2023-04-05 13:03:30,로컬 카페,11440,변동,카페,
b3bc30b6-20c3-408d-a4d2-68b82fb1c4f5,2023-08-22 05:12:24,TV 요금,4180,고정,통신비,
2ca61f04-7dba-4af9-b7cd-fdeb16490e42,2023-11-13 11:24:49,ZARA,6090,고정,패션,
f453dd5d-80a8-4806-9726-5b6df48914e6,2023-10-11 09:55:20,배달,12880,고정,식비,
1e5ab86c-f6a3-4b55-bcaa-117f3bfb1b36,2023-02-05 08:17:54,기타 소비,14750,변동,기타,
984c1065-57ec-42e3-b1dd-40523fe62058,2023-05-20 17:58:15,넷플릭스,4850,누수,구독 서비스,
304429ed-0eb1-4ef4-843e-55576e6ca523,2023-12-13 18:09:55,G마켓,9100,변동,온라인 쇼핑,
36d0201f-2921-471c-a743-822e6fffdc57,2023-03-27 18:12:44,예금,1670,변동,저축,
c0221adc-d978-4360-a5ed-3a59abd95589,2023-10-16 23:36:35,넷플릭스,3170,누수,구독 서비스,
531dc8fc-9742-40a9-abc7-4be3becf2757,2023-11-16 02:13:30,H&M,14280,고정,패션,
70d5104a-7440-4d96-a234-ff03ea47283b,2023-03-15 07:37:15,유니클로,3430,누수,패션,
2f2e857e-e5ec-40be-83c1-6aa2e7e8b9c2,2023-02-25 02:24:17,약국,6190,고정,의료,
45816bd1-7f77-4d56-9e2e-69b8d9ecf664,2023-03-14 22:36:03,유니클로,14620,누수,패션,
c6a76c6d-fc09-4fe8-ac39-20b1754ef477,2023-12-31 12:37:34,인터넷 요금,3140,누수,통신비,
38d15cdc-04f2-4c10-acd8-cb585c140a86,2023-04-04 11:19:37,인터넷 요금,3150,변동,통신비,
4592c4f2-5f55-4169-bf75-abcb30f69e59,2023-03-07 05:46:31,스타벅스,7370,변동,카페,
47a2969e-1ced-463d-87c4-2cf73719f27f,2023-06-05 10:12:38,다이소,13480,고정,생활,
